name,date,content,share,retweet,like,,,,,,
 DrRobDavidson,2020年12月25日,"The number of people dying from #COVID is jarring, but we’ve become numb to the numbers. As you contemplate how to celebrate Xmas and New Years, remember that each “number” is a person who isn’t here with their loved ones. Please #WearAMask and #StayAtHome this holiday season.",8,108,369,,,,,,
 rgcblackie,2020年12月25日,"I just tested positive for COVID-19.  Not going to lie, I’m scared shitless...less for me than for my dogs/cats.  It was awful calling the vet and putting in place a plan for their care.  Be safe out there, don’t take chances, & be careful.  Learn from my mistake, please.  #COVID",7,3,18,,,,,,
 katemossalike,2020年12月25日,"It has been a shitty year, in life and in health for many and in crypto so please stop hating on eachother and come together.. #lovenothate #xrp #btc #covid #crypto #economy #mentalhealth #suicides #homelessness #thinkbeforeyouspeak #MerryChristmas",5,5,52,,,,,,
 UlaneVuorio,2020年12月25日,"This year keeps getting worse.
Just got a call that my mother who has been in hospital for few months with early stage of Alzheimer's tested positive with #covid 
Sadly one of staff brought it there as no visitors have been allowed for almost 2 months",90,7,121,,,,,,
 tomemurtha,2020年12月25日,I’m not commenting on the so called #BrexitDeal or #Covid tonight. For the next 48 hours I’m going to try and imagine everything is normal. Just me and Vishva and #Christmas.,4,1,31,,,,,,
 dumbassgenius,2020年12月25日,"Hey #Georgia -
If Republicans won't give you the gift of $2,000 or even $600 of YOUR OWN tax money after 8+ months without #COVID relief, don't give them the gift of your vote.

#VoteOssoffWarnock",4,79,237,,,,,,
 _Jacquelyn2020,2020年12月25日,What brings you peace this holiday season despite #Covid?,10,2,13,,,,,,
 krunk84,2020年12月25日,#COVID tests are done and we should see results in 3-4 days.  We’re still hanging in there and the kids aren’t sick at all.  Time to curl up under a blanket and watch Christmas movies.,5,2,41,,,,,,
 himantabiswa,2020年12月25日,"Sad to share the demise of four #COVID patients today~ Late Gopal Sah (68) of Tinsukia; Late Tulokhi Saikia (58) of Kamrup Metro; Late Satnam Singh (73) of Cachar and Late Upendra Narayan Verma (52) of Kamrup. 

Condolences & Prayers. 

Om Shanti.",18,32,412,,,,,,
 pitbul13,2020年12月25日,"Great to see $IPA performing so strongly ahead of the xmas holidays! New ATH today and likely many more to come when she lists on the Nasdaq on December 30th! 

Happy Holidays!

#Stocks #Christmas #Nasdaq #TSX #Covid #Coronavirus #Antibodies $ABCL #Cure #fintok #RobinHoodTraders",1,5,18,,,,,,
 YNB,2020年12月24日,"FYI: If you test negative for #Covid, you are only negative until you encounter & catch Covid... which could happen the nanosecond AFTER you test negative.

If you tested negative and think that means you can’t CATCH or PASS on #TheRona over the holiday (with nana) you are WRONG.",39,324,2115,,,,,,
 calmecam,2020年12月24日,"1. Want to know why #PresidentDickhead vetoed the military bill but did nothing on the #COVID relief bill?

The #POTUS to consider any bill for signature; non signature being considered a veto.",3,1,2,,,,,,
 antoguerrera,2020年12月24日,"Meanwhile... 

ANOTHER NEW VARIANT of the novel Coronavirus seems to have emerged in Nigeria, the head of Africa's disease control body said on Thursday (Reuters)
#covid",2,5,8,,,,,,
 PatrickMurphyPA,2020年12月24日,"2/2...last minute Christmas shopping today, please take out/buy a gift certificate at our struggling bars & restaurants. In PA alone, over 28K establishments genrate $27 billion to our economy, 600K jobs & #COVID has harmed so many 
 RobertIrvine
 
 WorkMerk",4,9,28,,,,,,
 CurtisRN,2020年12月24日,"I got the 
 moderna_tx
 #COVID Vaccine Wednesday afternoon.
I woke Thursday with a sore arm but no other problems.
24 hours after the shot I started feeling moderate body aches and VERY tired and went to bed early.
Woke up this morning feeling %.
short thread continues.",2,3,3,,,,,,
 SaleyhaAhsan,2020年12月24日,My incredible dad who raised 6 medic kids has #Covid with much sacrifice of his own ambitions is on #Covid ward. Super scary episode early this morning. I'm bedside as carer cos it's not good. Thank you all for messages and prayers. Today is fork in road based on decisions made,59,7,327,,,,,,
 FCSJigarShah,2020年12月24日,"Overlapping due dates have created a mess with no proper output. From CS Perspective it is #CFSS, #LLPScheme along with Due date for AGM are falling on 31st December.

Add #VSV, #GSTR9 #ITR #TaxAudit and obviously #COVID challenges. Its impossible task. 
 #Extend_Due_Dates",3,59,64,,,,,,
 Glasgowbud1965,2020年12月24日,"The govts the press are feeding us shit all the time, manipulating our minds .....
who knows what to believe anymore ...
I can see riots soon across the country/world ... the people are too quiet ...when they rise this time it will be anarchy 
#lies #manipulation #covid #brexit",1,,2,,,,,,
 Numbers28,2020年12月24日,"Hidden in the bill combining #COVID relief & government spending is a cool $200 billion in tax breaks. One tax expert estimates that $120 billion of those tax breaks will go to the top 1 percent. Those giveaways include:
—A $2.5 billion break for racecar tracks
—A $6.3 billion",15,59,55,,,,,,
 pendown,2020年12月24日,"I'll be missing the Christmas mass, perhaps for the first time, because the vicar has fallen sick. Not sure if it's #COVID.",8,1,23,,,,,,
 rameshlaus,2020年12月24日,"#BCCIAGM Decisions :

- Two new teams will be added for #IPL2022 

- #India will support #ICC 's efforts to include Cricket in 2028 LA Olympics 

- All domestic players (men and women) will be compensated for truncated domestic season due to #Covid",,32,468,,,,,,
 CNOEngland,2020年12月24日,Some of the unseen stars during #covid response are in the health & social care hospital discharge teams. My huge thanks 2 them all as they work across the Festive period to ensure our family members are discharged safely home and supported in their recovery. #ThankYou #teamCNO,7,80,429,,,,,,
 plasweld1,2020年12月24日,So here it is #Covid #Christmas everybody's having #fun looking to the future when lock downs will be gone ,1,1,4,,,,,,
 emma_husar,2020年12月24日,"don’t mean to rain on your “2020 was shit thanks #Covid” parade. As a hand-washing enthusiast I appreciate all the bathrooms with their soap, paper towels & all you filthy animals using them! 

Merry Everything & Happy Always. Here’s to 2021 being a little less shit but with soap",23,25,357,,,,,,
 qbjt,2020年12月24日,"Until “YOU or YOUR” family member dies of #COVID-19 ....... we shall take the daily infection rates as made up numbers or a scam, as you suggest. 

Some of us will not risk our lives or health.",1,6,4,,,,,,
 bealejonathan,2020年12月24日,"NEW: Crew of 
 HMSNORT
 now in isolation on shore following suspected #covid outbreak. She’s supposed to be High Readiness TAPS / ASW frigate on duty over Xmas.  
 RoyalNavy
 still says it’ll continue to meet all operational tasks over Xmas. Confirmed to 
 BBCNews
 crew isolating",1,4,10,,,,,,
 WYP_Contact,2020年12月24日,It will be busy today with people last minute shopping so please remember government guidelines around #Covid. Roads will be busy too so take extra time to complete your journeys.,3,2,7,,,,,,
 donttakethepeas,2020年12月24日,"BREAKING: Just heard it’s Nigel Farage spreading #covid.      Wait! Sorry, my mistake. I misheard. It’s spread by “Aerosol”.",2,4,14,,,,,,
 bongzmessi,2020年12月24日,The obsession of West to control people is becoming scarier. These people are so scared to lose their grip on the neck of the world. Zuckerberg was recently sued for spying on people using their Instagram cameras. Now a computer nerd is obsessing over vaccines to control #Covid,1,14,29,,,,,,
 MiaStJohnBoxer,2020年12月24日,"Closing “outdoor dining” only forces us to congregate indoors! Which is supposedly worse for #covid 
 GavinNewsom
 is destroying small business owners and clearly, not following the science!",6,12,77,,,,,,
 kdurquiza,2020年12月24日,"407,000 Americans were killed in combat in WWII. We are on pace to surpass that from #COVID by February. Let that sink in. We need a national recovery on scale of a world war. Or else the repercussions will destroy us forever. #BuildBackBetter better be shooting for the moon.",4,29,145,,,,,,
 tahliasarv,2020年12月24日,"NT Government has revoked majority of its Greater Sydney #COVID hotspot declarations, including the Blue Mountains and Central Coast effective immediately. 
 9NewsDarwin
 
 9NewsAUS",2,4,23,,,,,,
 TheLatinSnake_,2020年12月24日,I’ve evaded #covid all year. #defense,11,,100,,,,,,
 prabhu_sr,2020年12月24日,#Covid is not only affecting the physical health of many people. It is affecting mental health also. The way few people approach the issues around them is highly pathetic. Hope this Covid gets over soon and everything becomes normal again. #Producers #OTT #BullshitTalks,26,212,1992,,,,,,
 stanleycupot,2020年12月24日,"It is very sad that it is possible that there could be upwards of 2 million #longhauler #covid patients in the United States alone.

So if you take the 320,000 deaths and the possible 2 million mentioned above, the infection morbidity rate could be 1 in 8.5 people.",1,1,3,,,,,,
 Jeanne_Mann,2020年12月24日,"#VoteWarnockOssoff4Senate because if the GOP holds the majority in the Senate, there will be no meaningful #Covid relief bill, or anything else that will benefit all Americans.",1,7,14,,,,,,
 earthlyhands,2020年12月24日,"Email received today: ""Deck the halls...with hand sanitizer."" 

Stay #Covid and all other ways safe this holiday season. Thanks to all for comments and wisdom through the year. May all create memorable moments with those who care.

",1,1,3,,,,,,
 AretiMetuamate,2020年12月24日,"Friends chatting about our most used or relevant quote for 2020: 
“You’re on mute”
Thanks #COVID-19.",1,1,14,,,,,,
 JBelmo,2020年12月24日,"Life hack these holidays. Need more time to get kids some gifts? Do what I did. Tell your kids that Santa has #covid. His gifts won’t arrive for 2 more weeks due to him needing to quarantine.  
Now you have 2 more weeks to buy some gifts and take advantage of the sales too. ",11,16,176,,,,,,
 kcinforail,2020年12月24日,"Soooo... Anyone wanna explain why there's foreign spending in a bill that's for #covid-19 and the people?  And when are we getting that 2K?!

#StimulusChecks2000",1,2,4,,,,,,
 whitney_kins,2020年12月24日,"Who else is having difficulty breathing after #covid? I have asthma & have been having multiple attacks daily & sometimes I'm sitting down when it happensHow long did it take to breath normally??

 #COVIDSecondWave #CovidVaccine #COVID19 #COVIDー19 #WearADamnMask #WearAMask",1,1,1,,,,,,
 Dane_Franklin,2020年12月24日,"When #COVID is gone, can we still social distance in public? 

Sincerely, 
If I don’t know you, please give me some space",1,2,14,,,,,,
 jimmyrails1,2020年12月24日,"Covid+ cases increased 100% in NYC public schools in the two week period preceding 11/30. Covid+ cases increased another 200% between 11/30 and 12/15. 
Clearly, NYC schools are not safe. 
#Covid #COVIDSecondWave #NYC #COVID19 #CovidChristmas #pandemic #coronavirus 
 Sandy_English",2,3,11,,,,,,
 AmyRuss,2020年12月24日,"UPDATE: My dear friend died from Covid. He was so full of life and joy and now he’s gone. The world lost a bright light.
#covid #WearAMaskSaveALife",5,1,8,,,,,,
 chiluvs1,2020年12月24日,Dr. Susan Moore could have been any of us. And she certainly could have been me. Damn. My heart is aching for her tonight. #drsusanmoore #LongCovid #Covid,1,7,36,,,,,,
 dumbassgenius,2020年12月24日,"Regular news: Trump pardons Stone, Manafort, Jared Kushner's dad.

Fox News: Plight of pretty blonde 21-year-old jailed for breaking #COVID quarantine in the Cayman Islands (to watch her boyfriend compete in a jet ski race)",2,2,5,,,,,,
